mood,time_of_day,hunger_level,sentiment,snack,snack_group,snack_type,snack_texture
excited,evening,0.44442005445017574,0.48,chin chin,nigerian_fried,sweet,crisp
stressed,midnight,0.24499139618272034,-0.1,roasted groundnuts,nigerian_savory,savory,crisp
bored,midnight,0.46591640672680246,-0.3,kokoro,savory_snacks,savory,crisp
nostalgic,morning,0.22180673307934892,0.99,candy,nigerian_sweet,sweet,chewy
sad,midnight,0.6366293849412017,-0.32,puff puff,nigerian_fried,sweet,soft
happy,morning,0.026741226474577308,0.2,puff puff,nigerian_fried,sweet,soft
happy,morning,0.11566376819166778,0.39,puff puff,nigerian_fried,sweet,soft
happy,midnight,0.744666291340646,0.2,ice cream,nigerian_sweet,sweet,soft
happy,midnight,0.3372433985744274,0.42,akara,nigerian_fried,savory,soft
stressed,evening,0.0006316088745750292,-0.1,boli,nigerian_savory,savory,soft
nostalgic,evening,0.5815823356227448,0.2,akara,nigerian_fried,savory,soft
happy,evening,0.24098503583512657,0.2,chin chin,nigerian_fried,sweet,crisp
anxious,afternoon,0.7371354679010622,-0.74,kokoro,savory_snacks,savory,crisp
nostalgic,afternoon,0.19776485899110147,0.5,ice cream,nigerian_sweet,sweet,soft
nostalgic,midnight,0.011627308212792543,0.2,ice cream,nigerian_sweet,sweet,soft
nostalgic,evening,0.4997605355252864,0.2,coconut candy,nigerian_sweet,sweet,chewy
anxious,afternoon,0.3759827477262356,-0.1,kokoro,savory_snacks,savory,crisp
stressed,afternoon,0.27283829826449885,-0.1,pretzels,savory_snacks,savory,crisp
excited,midnight,0.23063664364340505,0.28,chin chin,nigerian_fried,sweet,crisp
sad,afternoon,0.7393747478741282,-0.95,candy,nigerian_sweet,sweet,chewy
stressed,midnight,0.4828649976984501,-0.1,coconut candy,nigerian_sweet,sweet,chewy
nostalgic,morning,0.18686434737788737,0.2,chin chin,nigerian_fried,sweet,crisp
hungry,morning,1.0,-0.3,roasted groundnuts,nigerian_savory,savory,crisp
stressed,afternoon,0.2055618396067759,-0.96,coconut candy,nigerian_sweet,sweet,chewy
happy,morning,0.36760181325625396,0.2,puff puff,nigerian_fried,sweet,soft
anxious,evening,0.45344488400837285,-0.29,popcorn,savory_snacks,savory,crisp
anxious,morning,0.683792494873583,-0.1,plantain chips,nigerian_savory,savory,crisp
sad,midnight,0.1603752382130872,-0.17,ice cream,nigerian_sweet,sweet,soft
stressed,morning,0.16597555044710177,-0.1,pretzels,savory_snacks,savory,crisp
sad,evening,0.35160622435804145,-0.87,cookies,nigerian_sweet,sweet,crisp
tired,evening,0.693141922319005,-0.93,fruit,healthy_light,light,soft
tired,evening,0.6322079231533551,-0.41,veggies,healthy_light,light,crisp
sad,morning,0.5291582532904809,-0.1,dodo ikire,nigerian_sweet,sweet,soft
happy,midnight,0.5018067205087826,0.2,fruit,healthy_light,light,soft
bored,evening,0.23820332293779548,0.2,kokoro,savory_snacks,savory,crisp
bored,morning,0.4284175328687709,0.09,popcorn,savory_snacks,savory,crisp
tired,midnight,0.33279168638019335,-0.1,candy,nigerian_sweet,sweet,chewy
tired,morning,0.6581183417551115,-0.58,yogurt,healthy_light,light,soft
sad,midnight,0.6604246586773996,-0.45,akara,nigerian_fried,savory,soft
excited,evening,0.5648464917104247,0.2,akara,nigerian_fried,savory,soft
tired,evening,0.625349678213118,-0.1,fruit,healthy_light,light,soft
bored,midnight,0.6368548203175499,-0.21,kokoro,savory_snacks,savory,crisp
sad,evening,0.3457705500680188,-0.1,cookies,nigerian_sweet,sweet,crisp
sad,morning,0.09100956704363955,-0.18,cookies,nigerian_sweet,sweet,crisp
stressed,midnight,0.25280377829311507,-0.37,coconut candy,nigerian_sweet,sweet,chewy
tired,midnight,0.13506688532205607,-0.1,veggies,healthy_light,light,crisp
bored,afternoon,0.3560853309743953,-0.3,kokoro,savory_snacks,savory,crisp
nostalgic,midnight,0.29081156589541335,0.28,popcorn,savory_snacks,savory,crisp
sad,midnight,0.7750531531867013,-0.1,candy,nigerian_sweet,sweet,chewy
bored,evening,0.05061013745653984,0.21,roasted groundnuts,nigerian_savory,savory,crisp
excited,afternoon,0.7039436509106989,1.0,akara,nigerian_fried,savory,soft
tired,midnight,0.10318312634173221,-0.1,fruit,healthy_light,light,soft
bored,afternoon,0.4833045030852281,0.3,chips,savory_snacks,savory,crisp
bored,evening,0.7246795119994447,0.03,roasted groundnuts,nigerian_savory,savory,crisp
content,afternoon,0.21641742413747728,0.61,granola bar,healthy_light,light,crisp
sad,midnight,0.3509373574424391,-0.1,chocolate,nigerian_sweet,sweet,soft
content,morning,0.10958577784762227,0.37,granola bar,healthy_light,light,crisp
tired,afternoon,0.21852769629595611,-0.58,cheese,healthy_light,light,soft
happy,afternoon,0.24279698543121217,0.2,fruit,healthy_light,light,soft
sad,midnight,0.6052308667962454,-0.49,coconut candy,nigerian_sweet,sweet,chewy
content,midnight,0.6744295575421626,0.2,veggies,healthy_light,light,crisp
bored,afternoon,0.4941815392494355,-0.09,pretzels,savory_snacks,savory,crisp
content,midnight,0.47132510191503063,0.2,yogurt,healthy_light,light,soft
happy,morning,0.4195490766861995,0.61,puff puff,nigerian_fried,sweet,soft
stressed,morning,0.6995316433571829,-0.1,dodo ikire,nigerian_sweet,sweet,soft
content,evening,0.7784362796113289,0.96,coconut candy,nigerian_sweet,sweet,chewy
anxious,midnight,0.5953013485714962,-0.1,pretzels,savory_snacks,savory,crisp
anxious,afternoon,0.10184950299738,-0.65,granola bar,healthy_light,light,crisp
content,morning,0.2866900285262628,0.2,yogurt,healthy_light,light,soft
nostalgic,midnight,0.2056948031989556,0.9,akara,nigerian_fried,savory,soft
happy,evening,0.19046817024569407,0.64,chin chin,nigerian_fried,sweet,crisp
happy,morning,0.5861787323306452,0.37,dodo ikire,nigerian_sweet,sweet,soft
tired,evening,0.4263011477573979,-0.1,yogurt,healthy_light,light,soft
content,afternoon,0.08441091712096088,0.37,cheese,healthy_light,light,soft
anxious,afternoon,0.1837618522897075,-0.52,popcorn,savory_snacks,savory,crisp
tired,afternoon,0.42584349107853303,-0.1,dodo ikire,nigerian_sweet,sweet,soft
sad,morning,0.19805160651342774,-0.1,chocolate,nigerian_sweet,sweet,soft
hungry,midnight,1.0,0.21,plantain chips,nigerian_savory,savory,crisp
anxious,morning,0.5478185266233588,-0.75,chips,savory_snacks,savory,crisp
excited,midnight,0.22437057936372196,0.46,chin chin,nigerian_fried,sweet,crisp
excited,afternoon,0.7914725102716991,0.36,chips,savory_snacks,savory,crisp
bored,afternoon,0.1015488461393411,0.3,popcorn,savory_snacks,savory,crisp
content,afternoon,0.4489209173375649,0.2,fruit,healthy_light,light,soft
bored,morning,0.7710541289505444,0.08,chips,savory_snacks,savory,crisp
anxious,evening,0.028965809189907966,-0.1,chips,savory_snacks,savory,crisp
bored,evening,0.2567483506555523,-0.3,kokoro,savory_snacks,savory,crisp
happy,midnight,0.08447871682091278,0.41,akara,nigerian_fried,savory,soft
happy,afternoon,0.6266320739510931,0.93,puff puff,nigerian_fried,sweet,soft
excited,evening,0.07300132729523848,0.2,suya,nigerian_savory,spicy,chewy
hungry,morning,1.0,0.3,pretzels,savory_snacks,savory,crisp
bored,midnight,0.7277814703473576,0.3,suya,nigerian_savory,spicy,chewy
happy,evening,0.0054305392188718216,0.2,akara,nigerian_fried,savory,soft
bored,morning,0.41883327508566537,-0.3,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.315992216439226,0.2,puff puff,nigerian_fried,sweet,soft
bored,midnight,0.4659207718943519,0.3,crackers,savory_snacks,savory,crisp
happy,morning,0.7495594031269563,0.2,chin chin,nigerian_fried,sweet,crisp
happy,evening,0.3740711587990134,0.75,ice cream,nigerian_sweet,sweet,soft
nostalgic,morning,0.4462481005883476,0.2,candy,nigerian_sweet,sweet,chewy
bored,midnight,0.5812835498654952,0.3,popcorn,savory_snacks,savory,crisp
stressed,evening,0.27991637091791893,-0.1,coconut candy,nigerian_sweet,sweet,chewy
tired,afternoon,0.003603584784230929,-0.37,yogurt,healthy_light,light,soft
happy,midnight,0.43841719778330807,0.41,candy,nigerian_sweet,sweet,chewy
stressed,morning,0.26245574758852624,-0.1,chocolate,nigerian_sweet,sweet,soft
anxious,evening,0.17290864984873658,-0.1,granola bar,healthy_light,light,crisp
nostalgic,midnight,0.5729190231005558,0.2,ice cream,nigerian_sweet,sweet,soft
happy,morning,0.7848235912920609,0.23,coconut candy,nigerian_sweet,sweet,chewy
stressed,afternoon,0.7212044955610426,-0.93,candy,nigerian_sweet,sweet,chewy
tired,morning,0.4891958821753593,-0.1,fruit,healthy_light,light,soft
happy,afternoon,0.7085615308323822,0.3,chin chin,nigerian_fried,sweet,crisp
happy,morning,0.021157522078133973,0.2,cheese,healthy_light,light,soft
bored,afternoon,0.6374785414176986,-0.3,granola bar,healthy_light,light,crisp
nostalgic,morning,0.7755515005407028,0.39,chin chin,nigerian_fried,sweet,crisp
content,midnight,0.6641540504556571,0.91,yogurt,healthy_light,light,soft
happy,afternoon,0.20722811528267773,0.42,chin chin,nigerian_fried,sweet,crisp
stressed,afternoon,0.7945232828721285,-0.1,candy,nigerian_sweet,sweet,chewy
hungry,afternoon,1.0,-0.3,plantain chips,nigerian_savory,savory,crisp
bored,evening,0.06292964665140692,-0.3,suya,nigerian_savory,spicy,chewy
stressed,midnight,0.1648590239497402,-0.12,kilishi,nigerian_savory,spicy,chewy
happy,midnight,0.44689786949295157,0.81,chin chin,nigerian_fried,sweet,crisp
sad,morning,0.34544408062872967,-0.1,ice cream,nigerian_sweet,sweet,soft
excited,afternoon,0.4863674806658736,0.2,chin chin,nigerian_fried,sweet,crisp
happy,afternoon,0.7744580023277428,0.51,coconut candy,nigerian_sweet,sweet,chewy
excited,midnight,0.3490411390664141,0.92,plantain chips,nigerian_savory,savory,crisp
content,midnight,0.25380417315976,0.2,fruit,healthy_light,light,soft
stressed,midnight,0.674642372921729,-0.28,boli,nigerian_savory,savory,soft
anxious,midnight,0.35786594133295024,-0.1,chips,savory_snacks,savory,crisp
stressed,midnight,0.5513952159696185,-0.1,chocolate,nigerian_sweet,sweet,soft
bored,evening,0.18146968186039614,0.15,pretzels,savory_snacks,savory,crisp
stressed,evening,0.053345840290419666,-0.1,cookies,nigerian_sweet,sweet,crisp
anxious,morning,0.47603707593900896,-0.82,chips,savory_snacks,savory,crisp
hungry,midnight,1.0,-0.3,puff puff,nigerian_fried,sweet,soft
sad,morning,0.68669870380885,-0.1,ice cream,nigerian_sweet,sweet,soft
tired,afternoon,0.2850933102040453,-0.1,veggies,healthy_light,light,crisp
happy,midnight,0.30396796180780206,0.2,yogurt,healthy_light,light,soft
excited,midnight,0.764194214629875,0.78,chin chin,nigerian_fried,sweet,crisp
anxious,midnight,0.45746301694615277,-0.49,chips,savory_snacks,savory,crisp
happy,midnight,0.21467183301972598,0.4,akara,nigerian_fried,savory,soft
happy,afternoon,0.47016258267318123,0.2,ice cream,nigerian_sweet,sweet,soft
stressed,evening,0.2670519293673899,-0.1,coconut candy,nigerian_sweet,sweet,chewy
anxious,morning,0.5232184621270084,-0.17,kilishi,nigerian_savory,spicy,chewy
tired,midnight,0.2477825469820255,-0.52,kokoro,savory_snacks,savory,crisp
tired,evening,0.35323783110386436,-0.1,candy,nigerian_sweet,sweet,chewy
sad,morning,0.16302082735285098,-0.1,cookies,nigerian_sweet,sweet,crisp
excited,afternoon,0.7964833614428048,0.2,puff puff,nigerian_fried,sweet,soft
bored,afternoon,0.07645955813008093,-0.3,suya,nigerian_savory,spicy,chewy
nostalgic,evening,0.5639289061850689,0.2,candy,nigerian_sweet,sweet,chewy
hungry,afternoon,1.0,-0.02,plantain chips,nigerian_savory,savory,crisp
bored,evening,0.6126106568380321,-0.3,popcorn,savory_snacks,savory,crisp
stressed,midnight,0.6393904753627666,-0.1,kokoro,savory_snacks,savory,crisp
bored,afternoon,0.7954303886088473,0.11,plantain chips,nigerian_savory,savory,crisp
sad,evening,0.4869783537425731,-0.1,cookies,nigerian_sweet,sweet,crisp
content,morning,0.4769461355219015,0.83,dodo ikire,nigerian_sweet,sweet,soft
anxious,midnight,0.6857543628694446,-0.9,plantain chips,nigerian_savory,savory,crisp
excited,evening,0.36585328791425625,0.69,puff puff,nigerian_fried,sweet,soft
stressed,afternoon,0.08623379789243302,-0.1,candy,nigerian_sweet,sweet,chewy
sad,morning,0.5081255910911481,-0.1,puff puff,nigerian_fried,sweet,soft
content,morning,0.12173968150553433,0.2,ice cream,nigerian_sweet,sweet,soft
anxious,morning,0.4686816979465347,-0.1,crackers,savory_snacks,savory,crisp
sad,afternoon,0.6526842045965524,-0.1,fruit,healthy_light,light,soft
hungry,morning,1.0,-0.3,plantain chips,nigerian_savory,savory,crisp
sad,midnight,0.45041035453733047,-0.29,dodo ikire,nigerian_sweet,sweet,soft
anxious,midnight,0.717935240062539,-0.1,pretzels,savory_snacks,savory,crisp
excited,afternoon,0.39025826990550483,0.2,akara,nigerian_fried,savory,soft
sad,afternoon,0.22949349998623517,-0.46,fruit,healthy_light,light,soft
anxious,afternoon,0.5274625023872012,-0.41,popcorn,savory_snacks,savory,crisp
bored,midnight,0.17722172152189364,-0.07,kokoro,savory_snacks,savory,crisp
content,morning,0.4303356210633945,0.2,akara,nigerian_fried,savory,soft
tired,morning,0.5922504246751611,-0.1,yogurt,healthy_light,light,soft
excited,evening,0.0010844195983590766,0.2,kilishi,nigerian_savory,spicy,chewy
nostalgic,morning,0.3264160730280649,0.37,candy,nigerian_sweet,sweet,chewy
nostalgic,evening,0.26344425029167945,0.2,ice cream,nigerian_sweet,sweet,soft
sad,afternoon,0.7666621491851094,-0.8,chin chin,nigerian_fried,sweet,crisp
hungry,evening,1.0,0.16,crackers,savory_snacks,savory,crisp
content,midnight,0.22162035909569947,0.72,cookies,nigerian_sweet,sweet,crisp
anxious,afternoon,0.7156782986807775,-0.1,cheese,healthy_light,light,soft
tired,evening,0.3656191617541004,-0.1,cheese,healthy_light,light,soft
sad,morning,0.4373005167545969,-0.1,dodo ikire,nigerian_sweet,sweet,soft
nostalgic,morning,0.5748829925521565,0.2,plantain chips,nigerian_savory,savory,crisp
stressed,afternoon,0.08967880828060704,-0.12,ice cream,nigerian_sweet,sweet,soft
sad,afternoon,0.7043375222988839,-0.13,coconut candy,nigerian_sweet,sweet,chewy
excited,midnight,0.7688167486121706,0.2,puff puff,nigerian_fried,sweet,soft
happy,evening,0.7577364934747153,0.2,chin chin,nigerian_fried,sweet,crisp
happy,midnight,0.39976453866772427,0.2,puff puff,nigerian_fried,sweet,soft
nostalgic,morning,0.6465256392193702,0.2,chocolate,nigerian_sweet,sweet,soft
tired,midnight,0.5188216214593623,-0.38,veggies,healthy_light,light,crisp
happy,morning,0.21104485995708605,0.2,puff puff,nigerian_fried,sweet,soft
hungry,midnight,1.0,0.3,plantain chips,nigerian_savory,savory,crisp
bored,afternoon,0.2583829866910464,-0.3,pretzels,savory_snacks,savory,crisp
anxious,evening,0.5392467622029566,-0.57,pretzels,savory_snacks,savory,crisp
anxious,midnight,0.3412735208435147,-0.1,pretzels,savory_snacks,savory,crisp
anxious,morning,0.7205328672869027,-0.1,crackers,savory_snacks,savory,crisp
anxious,afternoon,0.6925817896854349,-0.1,popcorn,savory_snacks,savory,crisp
sad,midnight,0.3397432099347668,-0.69,veggies,healthy_light,light,crisp
hungry,morning,1.0,0.3,suya,nigerian_savory,spicy,chewy
happy,morning,0.23004276513673994,0.2,chin chin,nigerian_fried,sweet,crisp
anxious,midnight,0.40379158030428136,-0.7,suya,nigerian_savory,spicy,chewy
happy,afternoon,0.5983389210491338,0.2,cookies,nigerian_sweet,sweet,crisp
sad,evening,0.1843958698812167,-0.34,chocolate,nigerian_sweet,sweet,soft
happy,morning,0.6448093683907876,0.2,puff puff,nigerian_fried,sweet,soft
happy,morning,0.10174495137350954,0.2,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.029641594954794216,0.07,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.6182991491054826,0.2,akara,nigerian_fried,savory,soft
bored,morning,0.3486786876108866,-0.1,kuli kuli,nigerian_savory,spicy,crisp
stressed,evening,0.5345445295663241,-0.1,suya,nigerian_savory,spicy,chewy
anxious,midnight,0.25879020931451685,-0.95,pretzels,savory_snacks,savory,crisp
stressed,morning,0.6108922391693254,-0.48,ice cream,nigerian_sweet,sweet,soft
anxious,midnight,0.22559948214797734,-0.56,popcorn,savory_snacks,savory,crisp
anxious,evening,0.32156153969217566,-0.1,crackers,savory_snacks,savory,crisp
anxious,morning,0.6075429639651893,-0.37,popcorn,savory_snacks,savory,crisp
tired,afternoon,0.10174596290600874,-0.86,yogurt,healthy_light,light,soft
anxious,morning,0.4273976885763065,-0.1,chips,savory_snacks,savory,crisp
anxious,afternoon,0.40922895538783344,-0.1,boli,nigerian_savory,savory,soft
tired,afternoon,0.6266693535396964,-0.3,pretzels,savory_snacks,savory,crisp
happy,afternoon,0.015234727419433458,0.46,granola bar,healthy_light,light,crisp
sad,morning,0.04903903555937888,-0.1,coconut candy,nigerian_sweet,sweet,chewy
nostalgic,afternoon,0.09947625395392859,0.2,puff puff,nigerian_fried,sweet,soft
tired,evening,0.19101271520317864,-0.1,cheese,healthy_light,light,soft
anxious,morning,0.3343993735362813,-0.1,popcorn,savory_snacks,savory,crisp
nostalgic,morning,0.17940670652098537,0.2,veggies,healthy_light,light,crisp
stressed,evening,0.2664061064417954,-0.25,candy,nigerian_sweet,sweet,chewy
sad,morning,0.731325169322801,-0.1,coconut candy,nigerian_sweet,sweet,chewy
happy,morning,0.24877841710642665,0.2,akara,nigerian_fried,savory,soft
hungry,midnight,1.0,-0.3,plantain chips,nigerian_savory,savory,crisp
happy,morning,0.06007491664425118,0.89,akara,nigerian_fried,savory,soft
content,midnight,0.29084652427863816,0.2,granola bar,healthy_light,light,crisp
happy,afternoon,0.7891312147863112,0.46,ice cream,nigerian_sweet,sweet,soft
stressed,midnight,0.6645516841584113,-0.71,crackers,savory_snacks,savory,crisp
anxious,midnight,0.4216567508107667,-0.92,kokoro,savory_snacks,savory,crisp
stressed,morning,0.0047425722695025214,-0.1,popcorn,savory_snacks,savory,crisp
happy,morning,0.18193738297882345,0.2,puff puff,nigerian_fried,sweet,soft
tired,midnight,0.05031409796198947,-0.1,granola bar,healthy_light,light,crisp
hungry,morning,1.0,0.3,popcorn,savory_snacks,savory,crisp
nostalgic,afternoon,0.6603023822951775,0.97,dodo ikire,nigerian_sweet,sweet,soft
sad,evening,0.004259352456851407,-0.1,dodo ikire,nigerian_sweet,sweet,soft
tired,morning,0.17140434747454752,-0.32,fruit,healthy_light,light,soft
tired,evening,0.009315919602476975,-0.1,veggies,healthy_light,light,crisp
anxious,afternoon,0.3404506925746813,-0.1,crackers,savory_snacks,savory,crisp
sad,morning,0.34368219475883743,-0.1,cookies,nigerian_sweet,sweet,crisp
tired,midnight,0.20992625805659604,-0.1,veggies,healthy_light,light,crisp
tired,midnight,0.5572057467815114,-0.25,cheese,healthy_light,light,soft
tired,morning,0.5138557207805955,-0.1,granola bar,healthy_light,light,crisp
happy,morning,0.13229634041054875,0.96,akara,nigerian_fried,savory,soft
nostalgic,evening,0.20063866808957018,0.38,candy,nigerian_sweet,sweet,chewy
excited,morning,0.462583828935611,0.2,chin chin,nigerian_fried,sweet,crisp
sad,morning,0.5275565269725105,-0.1,akara,nigerian_fried,savory,soft
tired,afternoon,0.031098957613351443,-0.1,kokoro,savory_snacks,savory,crisp
excited,midnight,0.08101214478992774,0.75,akara,nigerian_fried,savory,soft
sad,midnight,0.34044470215737405,-0.3,chocolate,nigerian_sweet,sweet,soft
content,midnight,0.41645643543933875,0.2,granola bar,healthy_light,light,crisp
tired,morning,0.11622880779662932,-0.37,yogurt,healthy_light,light,soft
excited,evening,0.391862448437378,0.2,akara,nigerian_fried,savory,soft
nostalgic,midnight,0.4377021140551205,0.2,candy,nigerian_sweet,sweet,chewy
hungry,afternoon,1.0,0.3,plantain chips,nigerian_savory,savory,crisp
tired,evening,0.6821329224813766,-0.1,veggies,healthy_light,light,crisp
excited,afternoon,0.22089490595476652,0.86,akara,nigerian_fried,savory,soft
bored,morning,0.33829472724726967,0.03,kokoro,savory_snacks,savory,crisp
content,evening,0.036092702881167595,0.87,granola bar,healthy_light,light,crisp
content,evening,0.6039521601266632,0.2,puff puff,nigerian_fried,sweet,soft
hungry,midnight,1.0,-0.3,suya,nigerian_savory,spicy,chewy
happy,afternoon,0.56173146291865,0.2,dodo ikire,nigerian_sweet,sweet,soft
happy,evening,0.41573431717274395,0.54,chin chin,nigerian_fried,sweet,crisp
happy,evening,0.10833507985426244,0.2,akara,nigerian_fried,savory,soft
stressed,morning,0.2124875661331319,-0.1,popcorn,savory_snacks,savory,crisp
happy,evening,0.38052402473993374,0.21,cheese,healthy_light,light,soft
nostalgic,afternoon,0.3181831804981779,0.2,ice cream,nigerian_sweet,sweet,soft
nostalgic,evening,0.33262884965534645,0.2,ice cream,nigerian_sweet,sweet,soft
stressed,morning,0.5516864152003264,-0.1,candy,nigerian_sweet,sweet,chewy
content,evening,0.2583208548623208,0.2,veggies,healthy_light,light,crisp
stressed,morning,0.025089255043670725,-0.66,chocolate,nigerian_sweet,sweet,soft
excited,morning,0.32735731502851984,0.2,puff puff,nigerian_fried,sweet,soft
happy,morning,0.51268330913248,0.2,chin chin,nigerian_fried,sweet,crisp
bored,midnight,0.32143493626669106,0.3,kokoro,savory_snacks,savory,crisp
sad,midnight,0.397239850881465,-0.45,chocolate,nigerian_sweet,sweet,soft
happy,midnight,0.21672737859749694,0.71,chin chin,nigerian_fried,sweet,crisp
bored,evening,0.4368399455062128,0.18,fruit,healthy_light,light,soft
happy,morning,0.3263079414802872,0.2,akara,nigerian_fried,savory,soft
anxious,evening,0.18150873184235589,-0.38,cheese,healthy_light,light,soft
excited,evening,0.7470870366285915,0.62,suya,nigerian_savory,spicy,chewy
anxious,midnight,0.12243407773105704,-0.1,kokoro,savory_snacks,savory,crisp
happy,midnight,0.38107063479549297,0.87,puff puff,nigerian_fried,sweet,soft
anxious,evening,0.3003018831194559,-0.52,kokoro,savory_snacks,savory,crisp
happy,evening,0.01876721737692355,0.2,akara,nigerian_fried,savory,soft
content,morning,0.5076279466928861,0.2,yogurt,healthy_light,light,soft
content,evening,0.7418931275692429,0.2,yogurt,healthy_light,light,soft
anxious,afternoon,0.07882981373419257,-0.1,chips,savory_snacks,savory,crisp
content,midnight,0.01510470286098773,0.2,granola bar,healthy_light,light,crisp
bored,morning,0.6728359860100483,0.03,kuli kuli,nigerian_savory,spicy,crisp
sad,morning,0.36021215479731056,-0.6,coconut candy,nigerian_sweet,sweet,chewy
tired,evening,0.7013473707685187,-0.57,granola bar,healthy_light,light,crisp
sad,evening,0.6198867217455648,-0.74,candy,nigerian_sweet,sweet,chewy
anxious,evening,0.14293024427128237,-0.1,pretzels,savory_snacks,savory,crisp
hungry,afternoon,1.0,-0.3,boli,nigerian_savory,savory,soft
anxious,evening,0.061288611408890595,-0.1,granola bar,healthy_light,light,crisp
bored,midnight,0.0638312989072003,-0.16,granola bar,healthy_light,light,crisp
happy,afternoon,0.6727390750187681,0.29,puff puff,nigerian_fried,sweet,soft
tired,afternoon,0.4096187112870075,-0.1,veggies,healthy_light,light,crisp
nostalgic,morning,0.5039364032490077,0.2,coconut candy,nigerian_sweet,sweet,chewy
happy,morning,0.39604475652366794,0.69,akara,nigerian_fried,savory,soft
happy,afternoon,0.39482466418609674,0.76,chin chin,nigerian_fried,sweet,crisp
bored,midnight,0.5666592392623763,-0.26,chips,savory_snacks,savory,crisp
content,morning,0.7580270805867562,0.2,candy,nigerian_sweet,sweet,chewy
excited,morning,0.34298011340118517,0.2,cookies,nigerian_sweet,sweet,crisp
stressed,afternoon,0.7236842024902955,-0.32,ice cream,nigerian_sweet,sweet,soft
excited,midnight,0.30919497829113096,0.2,akara,nigerian_fried,savory,soft
bored,afternoon,0.2750828604340635,0.3,pretzels,savory_snacks,savory,crisp
sad,midnight,0.7987369871390193,-0.1,granola bar,healthy_light,light,crisp
nostalgic,midnight,0.44864987342201373,0.2,dodo ikire,nigerian_sweet,sweet,soft
anxious,morning,0.668388924514637,-0.67,crackers,savory_snacks,savory,crisp
excited,evening,0.43734359991102956,0.42,chin chin,nigerian_fried,sweet,crisp
content,afternoon,0.644464661152987,0.58,granola bar,healthy_light,light,crisp
stressed,evening,0.06388513966580521,-0.1,candy,nigerian_sweet,sweet,chewy
anxious,evening,0.7010511759324071,-0.4,kuli kuli,nigerian_savory,spicy,crisp
tired,morning,0.49171289524360157,-0.91,cheese,healthy_light,light,soft
anxious,afternoon,0.43931521219316094,-0.1,yogurt,healthy_light,light,soft
anxious,afternoon,0.22909285430972687,-0.1,chips,savory_snacks,savory,crisp
excited,evening,0.549541933419442,0.2,chin chin,nigerian_fried,sweet,crisp
stressed,afternoon,0.07680555720492217,-0.41,boli,nigerian_savory,savory,soft
happy,afternoon,0.536779767588628,0.51,puff puff,nigerian_fried,sweet,soft
happy,evening,0.6161050335431355,0.2,coconut candy,nigerian_sweet,sweet,chewy
stressed,afternoon,0.46639878377465255,-0.2,kokoro,savory_snacks,savory,crisp
bored,midnight,0.4469655956768772,-0.3,kokoro,savory_snacks,savory,crisp
sad,morning,0.2325143754452249,-0.41,cookies,nigerian_sweet,sweet,crisp
stressed,afternoon,0.11893805095694568,-0.1,cookies,nigerian_sweet,sweet,crisp
happy,afternoon,0.3807250619785606,0.2,granola bar,healthy_light,light,crisp
bored,midnight,0.6341419902357015,0.3,pretzels,savory_snacks,savory,crisp
sad,morning,0.20500393911125805,-0.24,granola bar,healthy_light,light,crisp
bored,afternoon,0.5294325710516168,-0.1,pretzels,savory_snacks,savory,crisp
bored,afternoon,0.7406308395956547,0.3,popcorn,savory_snacks,savory,crisp
excited,midnight,0.09679981400965315,0.2,puff puff,nigerian_fried,sweet,soft
tired,evening,0.7042014186253498,-0.44,coconut candy,nigerian_sweet,sweet,chewy
bored,afternoon,0.006227176215173724,0.3,suya,nigerian_savory,spicy,chewy
happy,midnight,0.07978096308269436,0.2,chin chin,nigerian_fried,sweet,crisp
bored,afternoon,0.665592042488278,0.14,popcorn,savory_snacks,savory,crisp
happy,afternoon,0.1717881000972506,0.2,candy,nigerian_sweet,sweet,chewy
nostalgic,morning,0.760055324218725,0.2,chin chin,nigerian_fried,sweet,crisp
tired,midnight,0.4356250343236065,-0.1,cookies,nigerian_sweet,sweet,crisp
tired,evening,0.1943747667636565,-0.1,popcorn,savory_snacks,savory,crisp
bored,morning,0.4883150933152429,0.3,chips,savory_snacks,savory,crisp
excited,midnight,0.7831437176135924,0.2,akara,nigerian_fried,savory,soft
hungry,midnight,1.0,-0.27,popcorn,savory_snacks,savory,crisp
sad,morning,0.5365624593167151,-0.1,chin chin,nigerian_fried,sweet,crisp
stressed,evening,0.2783749329241732,-0.1,coconut candy,nigerian_sweet,sweet,chewy
happy,afternoon,0.3607258705511634,0.65,akara,nigerian_fried,savory,soft
bored,afternoon,0.5099990423473305,0.29,chips,savory_snacks,savory,crisp
excited,morning,0.6290343140770224,0.76,boli,nigerian_savory,savory,soft
stressed,afternoon,0.3033286911839548,-0.32,ice cream,nigerian_sweet,sweet,soft
excited,evening,0.24910035373065692,0.74,chin chin,nigerian_fried,sweet,crisp
anxious,afternoon,0.26979020066867365,-0.1,chips,savory_snacks,savory,crisp
stressed,morning,0.3243231686807393,-0.33,kuli kuli,nigerian_savory,spicy,crisp
sad,midnight,0.14452392167293623,-0.19,cookies,nigerian_sweet,sweet,crisp
excited,midnight,0.17972856008405716,0.45,suya,nigerian_savory,spicy,chewy
nostalgic,morning,0.27449241313360756,0.2,coconut candy,nigerian_sweet,sweet,chewy
